marca,modelo,Año,Precio,Color,Combustible,Rendimiento,Transmisión,Cantidad,Motor,agencia_id,estado_agencia,municipio_agencia,tipo_vehiculo,descripcion,array_fotografias,grupo_automotriz_id,grupo_automotriz,gerente_id
NSU,QX129,2017,"$11,085",Gray,Gasolina,523,Automático,4,1.2L I1,100013,Jalisco,Guadalajara,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,628914,Subaru,840716
Auto Union,G139,2012,"$39,880",Yellow,Eléctrico,815,Manual,1,2.2L I12,100014,México,Toluca,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,471069,BMW,579142
Maybach,RX 419,2010,"$63,859",Brown,Eléctrico,938,Automático,10,4.0L W16,100015,Michoacán, Morelia,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,840527,Lexus,314295
Horch,Forte,2011,"$47,295",Orange,Gasolina,726,Manual,7,1.4L I0,100016,Morelos,Cuernavaca,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,172935,Fiat,674081
Wanderer,Outback,2003,"$10,123",Purple,Gasolina,217,Automático,3,2.3L I12,100017,Nayarit,Tepic,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,739128,Hyundai,819354
Autozam,Escape,2004,"$49,179",Gold,Gasolina,628,Automático,6,1.8L I4,100018,Nuevo León,Monterrey,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,285401,Jaguar,506291
Innocenti,Acadia,2023,"$14,784",Beige,Eléctrico,479,Manual,9,2.0L I4,100019,Oaxaca,Oaxaca de Juárez,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,941702,Tesla,246835
DeLorean,1569 Classic,2019,"$92,791",Turquoise,Gasolina,762,Manual,8,3.5L V6,100020,Puebla,Puebla,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,568314,Chevrolet,981623
Nissan,Arteon,2007,"$43,142",Pink,Eléctrico,335,Manual,4,1.6L I4,100021,Querétaro,Santiago de Querétaro,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,395216,Audi,732568
Ford,GLE-Class,2016,"$29,077",Red,Gasolina,872,Manual,1,2.5L V6,100022,Quintana Roo,Othón P. Blanco,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,918275,Dodge,135907
Toyota,Bolt EUV,2014,"$37,638",White,Eléctrico,684,Manual,7,2.2L I4,100023,San Luis Potosí,San Luis Potosí,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,620143,Subaru,840716
BMW,XC159,2013,"$51,750",Silver,Eléctrico,585,Manual,3,3.0L V6,100024,Sinaloa,Culiacán,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,897604,BMW,579142
Chevrolet,ES 419,2018,"$23,283",Black,Gasolina,147,Manual,6,1.4L I4,100025,Sonora,Hermosillo,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,151278,Lexus,314295
Mercedes-Benz,Durango,2008,"$17,501",Blue,Eléctrico,598,Manual,2,2.4L I4,100026,Tabasco,Centro,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,789032,Fiat,674081
Honda,Pathfinder,2010,"$78,284",Green,Gasolina,944,Automático,8,2.8L V6,100027,Tamaulipas,Victoria,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,346219,Hyundai,819354
Audi,Passat,2005,"$27,897",Gray,Eléctrico,431,Automático,4,1.5L I4,100028,Tlaxcala,Tlaxcala de Xicohténcatl,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,632518,Jaguar,506291
Volkswagen,Compass,2000,"$70,429",Yellow,Eléctrico,180,Automático,1,3.6L V6,100029,Veracruz,Xalapa,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,478936,Tesla,246835
Porsche,Terrain,2015,"$34,670",Brown,Gasolina,278,Automático,10,1.0L I3,100030,Yucatán,Mérida,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,843602,Chevrolet,981623
Volvo,Santa Fe,2006,"$55,978",Orange,Eléctrico,927,Manual,7,2.3L I4,100031,Zacatecas, Zacatecas,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,170983,Audi,732568
Jeep,Renegade,2021,"$47,506",Red,Gasolina,225,Automático,3,3.2L V6,100032,Ciudad de México,Cuauhtémoc,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,734921,Dodge,135907
Hyundai,QX149,2011,"$23,967",White,Gasolina,363,Manual,6,1.9L I4,100001,Aguascalientes,Aguascalientes,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,483925,Subaru,840716
Kia,Terrain,2019,"$50,390",Silver,Gasolina,844,Manual,9,2.7L V6,100002,Baja California,Mexicali,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,739102,BMW,579142
Mazda,Sorento,2001,"$32,855",Black,Eléctrico,437,Manual,8,4.0L V6,100003,Baja California Sur,La Paz,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,287651,Lexus,314295
Ferrari,RDX,2012,"$26,456",Blue,Gasolina,212,Manual,4,1.3L I4,100004,Campeche,Campeche,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,921473,Fiat,674081
Lamborghini,Yukon,2002,"$94,438",Green,Eléctrico,763,Manual,1,2.6L I4,100005,Chiapas,Tuxtla Gutiérrez,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,564218,Hyundai,819354
Dodge,Encore GX,2016,"$17,648",Gray,Gasolina,277,Automático,7,3.7L V6,100006,Chihuahua,Chihuahua,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,387102,Jaguar,506291
Lexus,RAV4 Hybrid,2014,"$78,225",Yellow,Eléctrico,365,Manual,3,1.7L I4,100007,Coahuila,Saltillo,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,913276,Tesla,246835
Aston Martin,GLC-Class,2017,"$13,232",Brown,Eléctrico,828,Automático,6,2.1L I4,100008,Colima,Colima,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,625491,Chevrolet,981623
Tesla,NX 369,2022,"$22,383",Orange,Gasolina,726,Automático,2,2.9L V6,100009,Durango,Durango,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,891635,Audi,732568
Cadillac,CR-V,2008,"$29,974",Purple,Eléctrico,938,Automático,8,1.2L I4,100010,Guanajuato,Guanajuato,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,154830,Dodge,135907
Buick,X72,2010,"$31,478",Gold,Gasolina,192,Automático,4,2.5L I4,100011,Guerrero,Chilpancingo de los Bravo,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,792361,Subaru,840716
Infiniti,Kona,2018,"$85,573",Beige,Eléctrico,765,Automático,1,3.1L V6,100012,Hidalgo, Pachuca de Soto,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,340725,BMW,579142
GMC,Atlas Cross Sport,2007,"$17,319",Turquoise,Eléctrico,501,Manual,10,1.8L I3,100013,Jalisco,Guadalajara,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,628914,Lexus,314295
Rolls-Royce,Explorer ST,2002,"$45,662",Pink,Gasolina,930,Manual,7,2.2L V6,100014,México,Toluca,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,471069,Fiat,674081
Land Rover,X74,2015,"$98,527",Red,Eléctrico,349,Automático,3,3.9L V6,100015,Michoacán, Morelia,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,840527,Hyundai,819354
Jaguar,Edge ST,2009,"$61,547",White,Gasolina,794,Manual,6,1.4L I3,100016,Morelos,Cuernavaca,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,172935,Jaguar,506291
Subaru,QX119,2010,"$20,296",Silver,Gasolina,242,Manual,9,2.3L V6,100017,Nayarit,Tepic,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,739128,Tesla,246835
Chrysler,XT74,2004,"$61,559",Black,Gasolina,853,Manual,8,4.1L V6,100018,Nuevo León,Monterrey,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,285401,Chevrolet,981623
Mitsubishi,Terrain,2020,"$16,492",Blue,Eléctrico,921,Manual,4,1.5L I3,100019,Oaxaca,Oaxaca de Juárez,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,941702,Audi,732568
Maserati,Renegade,2012,"$85,231",Green,Gasolina,319,Manual,1,2.6L V6,100020,Puebla,Puebla,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,568314,Dodge,135907
Alfa Romeo,GLE-Class Coupe,2018,"$33,721",Gray,Eléctrico,674,Automático,7,3.3L V6,100021,Querétaro,Santiago de Querétaro,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,395216,Subaru,840716
Bentley,Rogue,2014,"$32,682",Yellow,Gasolina,425,Automático,3,1.0L I2,100022,Quintana Roo,Othón P. Blanco,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,918275,BMW,579142
Peugeot,Blazer,2005,"$54,932",Brown,Eléctrico,162,Automático,6,2.4L V6,100023,San Luis Potosí,San Luis Potosí,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,620143,Lexus,314295
Renault,Terrain,2019,"$34,511",Orange,Gasolina,839,Automático,2,3.8L V6,100024,Sinaloa,Culiacán,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,897604,Fiat,674081
Citroen,Fusion,2001,"$45,426",Red,Eléctrico,984,Automático,8,1.6L I3,100025,Sonora,Hermosillo,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,151278,Hyundai,819354
Opel,Highlander,2008,"$62,134",White,Gasolina,496,Manual,4,2.7L I4,100026,Tabasco,Centro,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,789032,Jaguar,506291
Seat,Charger,2007,"$19,907",Silver,Eléctrico,113,Manual,1,4.2L V6,100027,Tamaulipas,Victoria,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,346219,Tesla,246835
Skoda,Beetle,2000,"$60,392",Black,Eléctrico,849,Manual,10,1.9L I3,100028,Tlaxcala,Tlaxcala de Xicohténcatl,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,632518,Chevrolet,981623
Fiat,Sentra,2017,"$16,277",Blue,Gasolina,717,Manual,7,2.8L I4,100029,Veracruz,Xalapa,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,478936,Audi,732568
Smart,Sorento,2016,"$31,979",Green,Eléctrico,269,Automático,3,3.4L V6,100030,Yucatán,Mérida,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,843602,Dodge,135907
Mini,Fiesta,2013,"$57,348",Gray,Gasolina,965,Manual,6,1.1L I4,100031,Zacatecas, Zacatecas,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,170983,Subaru,840716
Lotus,Crosstrek,2021,"$77,358",Yellow,Gasolina,212,Manual,9,2.1L V6,100032,Ciudad de México,Cuauhtémoc,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,734921,BMW,579142
Lada,Camaro,2011,"$63,689",Brown,Gasolina,723,Manual,8,4.3L V6,100001,Aguascalientes,Aguascalientes,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,483925,Lexus,314295
Dacia,Q75,2006,"$52,931",Orange,Eléctrico,989,Automático,4,1.7L I3,100002,Baja California,Mexicali,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,739102,Fiat,674081
Saab,Wrangler,2017,"$15,554",Purple,Gasolina,293,Manual,1,2.9L I4,100003,Baja California Sur,La Paz,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,287651,Hyundai,819354
Suzuki,Impala,2013,"$71,142",Gold,Eléctrico,498,Manual,7,3.5L V8,100004,Campeche,Campeche,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,921473,Jaguar,506291
Tata,G150,2019,"$30,820",Beige,Gasolina,851,Manual,3,1.2L I3,100005,Chiapas,Tuxtla Gutiérrez,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,564218,Tesla,246835
Geely,Veloster,2022,"$27,410",Turquoise,Eléctrico,736,Manual,6,2.2L I6,100006,Chihuahua,Chihuahua,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,387102,Chevrolet,981623
BYD,Avalon,2003,"$14,380",Pink,Eléctrico,640,Automático,2,4.0L V8,100007,Coahuila,Saltillo,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,913276,Audi,732568
Changan,Malibu,2020,"$33,040",Red,Gasolina,583,Manual,8,1.4L I2,100008,Colima,Colima,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,625491,Dodge,135907
Haval,Tundra,2011,"$94,907",White,Eléctrico,294,Manual,4,2.3L I6,100009,Durango,Durango,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,891635,Subaru,840716
JAC,4Runner,2016,"$20,292",Silver,Gasolina,472,Manual,1,4.1L V8,100010,Guanajuato,Guanajuato,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,154830,BMW,579142
FAW,Stinger,2002,"$57,085",Black,Eléctrico,621,Manual,10,1.5L I2,100011,Guerrero,Chilpancingo de los Bravo,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,792361,Lexus,314295
Zotye,A77,2018,"$53,527",Blue,Eléctrico,873,Manual,7,2.6L I6,100012,Hidalgo, Pachuca de Soto,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,340725,Fiat,674081
Great Wall,Atlas,2010,"$68,615",Green,Gasolina,215,Manual,3,3.3L V8,100013,Jalisco,Guadalajara,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,628914,Hyundai,819354
BAIC,Sienna,2012,"$35,293",Gray,Eléctrico,991,Manual,6,1.0L I1,100014,México,Toluca,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,471069,Jaguar,506291
Brilliance,Focus,2005,"$77,404",Yellow,Gasolina,725,Manual,9,2.4L I6,100015,Michoacán, Morelia,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,840527,Tesla,246835
GAC,C-HR,2009,"$20,041",Brown,Gasolina,624,Manual,8,3.8L V8,100016,Morelos,Cuernavaca,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,172935,Chevrolet,981623
Dongfeng,Altima,2023,"$67,108",Orange,Gasolina,802,Automático,4,1.6L I2,100017,Nayarit,Tepic,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,739128,Audi,732568
JMC,Q73,2001,"$34,559",Red,Eléctrico,517,Manual,1,2.7L I6,100018,Nuevo León,Monterrey,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,285401,Dodge,135907
Lifan,Blazer,2015,"$54,986",White,Gasolina,188,Manual,7,4.2L V8,100019,Oaxaca,Oaxaca de Juárez,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,941702,Subaru,840716
MG,RAV74,2014,"$28,086",Silver,Eléctrico,925,Manual,3,1.9L I2,100020,Puebla,Puebla,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,568314,BMW,579142
Proton,S75,2008,"$20,870",Black,Gasolina,398,Manual,6,2.8L I6,100021,Querétaro,Santiago de Querétaro,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,395216,Lexus,314295
Perodua,Corolla,2006,"$63,674",Blue,Eléctrico,768,Automático,2,3.4L V8,100022,Quintana Roo,Othón P. Blanco,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,918275,Fiat,674081
SsangYong,Pacifica,2012,"$42,304",Green,Eléctrico,673,Manual,8,1.1L I3,100023,San Luis Potosí,San Luis Potosí,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,620143,Hyundai,819354
Mahindra,Equinox,2019,"$50,028",Gray,Gasolina,956,Manual,10,2.1L I6,100024,Sinaloa,Culiacán,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,897604,Jaguar,506291
Isuzu,K970,2017,"$39,491",Yellow,Eléctrico,117,Manual,9,4.3L V8,100025,Sonora,Hermosillo,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,151278,Tesla,246835
Hino,Expedition,2016,"$17,780",Brown,Gasolina,637,Manual,1,1.7L I2,100026,Tabasco,Centro,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,789032,Chevrolet,981623
Scania,Sonata,2015,"$49,539",Orange,Eléctrico,540,Manual,7,2.9L I6,100027,Tamaulipas,Victoria,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,346219,Audi,732568
MAN,Civic,2018,"$85,021",Purple,Eléctrico,858,Manual,3,3.5L V12,100028,Tlaxcala,Tlaxcala de Xicohténcatl,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,632518,Dodge,135907
Volvo Trucks,Traverse,2014,"$71,324",Gold,Gasolina,120,Manual,6,1.2L I2,100029,Veracruz,Xalapa,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,478936,Subaru,840716
Mack Trucks,S130,2004,"$58,350",Beige,Eléctrico,440,Manual,2,2.2L I8,100030,Yucatán,Mérida,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,843602,BMW,579142
Peterbilt,Mustang,2022,"$66,844",Turquoise,Gasolina,278,Manual,8,4.0L V12,100031,Zacatecas, Zacatecas,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,170983,Lexus,314295
Kenworth,X77,2000,"$32,594",Pink,Gasolina,564,Automático,10,1.4L I1,100032,Ciudad de México,Cuauhtémoc,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,734921,Fiat,674081
Freightliner,Edge,2007,"$17,356",Red,Gasolina,996,Automático,4,2.3L I8,100001,Aguascalientes,Aguascalientes,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,483925,Hyundai,819354
International,Enclave,2001,"$20,904",White,Eléctrico,201,Manual,1,4.1L V12,100002,Baja California,Mexicali,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,739102,Jaguar,506291
Western Star,Grand Cherokee,2011,"$70,935",Silver,Gasolina,391,Automático,7,1.5L I1,100003,Baja California Sur,La Paz,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,287651,Tesla,246835
Iveco,Optima,2010,"$70,162",Black,Eléctrico,326,Manual,3,2.6L I8,100004,Campeche,Campeche,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,921473,Chevrolet,981623
Renault Trucks,CX-75,2009,"$68,441",Blue,Gasolina,211,Manual,6,3.3L V12,100005,Chiapas,Tuxtla Gutiérrez,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,564218,Audi,732568
DAF,Bolt EV,2008,"$54,392",Green,Eléctrico,824,Manual,9,1.0L I0,100006,Chihuahua,Chihuahua,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,387102,Dodge,135907
Tatra,Explorer,2018,"$80,951",Gray,Eléctrico,757,Automático,8,2.4L I8,100007,Coahuila,Saltillo,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,913276,Subaru,840716
